index,comment,additional_cost,functional_complaint,compatibility_issue,crashing,feature_removal,feature_request,network_problem,privacy_and_ethical_issue,resource_heavy,response_time,user_interface,safety,installation_issue,traffic_wasting,content,update_issue,other
808,玩我的世界之后桌面就不整其了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
809,bug还不修复。。。用了这么久都快忍不住卸载了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,bug出了一周了还TM不改？！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
812,混账,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
813,这个版本真的是渣，视频或游戏退出后图标横屏混乱。手机老是因为这个桌面出现“致命错误”，非得强制重启手机不可才能重新使用。感觉手机都被卡慢了,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
814,更新的什么啊  都竖着了   一点都不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
815,闪退。不好，,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
816,为什么最好用的抽屉自动归类没了？,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
817,挺好的，用了很久，就是里面的主题太少了，没有喜欢的，其他都还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
818,为么回不去了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,什么狗屁桌面打不开,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
820,怎么有个游戏，删都删不掉,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,自从经历过微盘更新完无法打开，至今为止过去2个月还没解决的事情之后，我机智的学会了每次更新提前看评论→_→,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
822,为什么壁纸都不更新了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
823,有些图片好模糊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
824,不是一办的不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
825,新版本难用又难看，果断卸载,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
826,真烦！！才适应，又变回去了，变来变去，还烦啊！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
827,这是闹哪样呀，一会这样一会那样，怎么又回到旧版本了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828,太差进了非常的难用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
829,怎么弄会老版本，不喜欢新版本，不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
830,老版本好用，抽屉模式呢？？？？,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
831,什么熊玩意,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,看来360是不行了，越搞越差劲了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
833,差评，还是喜欢旧版本！建议不要更新,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
834,太坑爹了   为什么没有以前的版本了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
835,升了级就不喜欢了，差评。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
836,我也是更新完又换回了旧版。我的是联想B-6000H。更新重启后，最底行就有一图标无法完整显示，没办法，只好用回旧版本。,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
837,一点都不好用，失望，而且东西都不知道在哪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,自带的网页打不开了，很多应用分类不清，不好用！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
839,大家说的我都赞同！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
840,垃圾，还是旧的好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
841,更新了 好垃圾啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
842,确实，新版不如以前的。更新之后，之前的设置全没了！这点太烂！桌面排列也不行。赶紧回炉吧！,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
843,我说实话，真不如上一版好用，真滴！！！！！请360团队尽快优化，结合上一版本的优点！个人观点----竉橼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
844,为什么致用户里的老版本又安装不上了呢？点击安装之后，秒提示未安装啊！！！！求解！！！！,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
845,我的下载完了，之后安装回不去了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
846,真尼玛垃圾，艹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
847,不好用，要怎么回原版啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
848,垃圾新版本，还我就得。在哪还可以下载旧的，知道的大神说下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
849,新版本垃圾的要死，很多功能都没有了，赶紧的恢复以前的,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
850,一点也不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
851,真讨厌，更新了超垃圾，跟小米的一样，找东西都烦，没用的东西都不好隐藏！强烈建议回到原版！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
852,有旧版吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
853,太垃圾了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
854,什么嘛，新版本一点多不好，图标字体都不能弄了，都想卸了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
855,怎样回到上个版本，这个版本技术员吃屎了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
856,新版本实在垃圾  希望马上恢复旧版本,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
857,好恶心这个，我的桌面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
858,老版本呢，谁知道怎么能找到？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
859,我不喜欢这种的，好烦啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
860,图标太小吧,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
861,升级直接把老版本的修改都清零就算了，连文件夹也乱了。邮件说好的保存老版本内容，下完老版本结果什么都没有，太蛋疼了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
862,为什么在覆盖安装原有版本后，以前的设置和数据没有保留，而且也没有办法恢复，桌面也不能进行管理，没有办法编辑桌面，真的很差！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863,总是自动弹到桌面，要我怎么玩手游,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,桌面经常用者用着就不能用了！……免费桌面差劲，好看的不多……不划算……,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865,桌面上的图标为什么不能换了，原来还能换的，现在选好图片点确认时就随便闪退，烦！！！,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
866,为什么在自己做主题时，用相册中的照片不行呀,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,360就这个差些,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
868,免费的好看主题没有,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
869,垃圾，还是老样子没点创新，说是第一次使用初始化发了10多分钟，不值得等啊,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
870,就冲着魔法手指，才安装的。联想A830，重启却失效了，得重新设置，再重启，又失效了。快改进吧。,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"新版本为什么没有桌面双击选择打开情景模式的选项了? 真不方便,什么T9搜索,我有浏览器,我喜欢用百度!你又是收了人家多少钱?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
872,拉绳壁纸不能用本地图片,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
873,功能很好，但主题超难看，还是不用了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
874,没以前好。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
875,更新完体验很差。文件夹内怎么添加快捷方式?产品经理是不是2B?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
876,"说句心里话，真的是越来越慢了，我受不了乐，只能卸载了~！
说句心里话，真的是越来越慢了，我受不了乐，只能卸载了~！",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
877,每天都不更新主题,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
878,再出现这种关个机就QQ微博什么要重新下载你这360就不要做桌面了 谢谢！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,唯一看好的就是能够循环翻转桌面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
880,还不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
881,不怎么好啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
882,更新到V6.0.1以后真是垃圾，装了两次，第一次是直接更新的，更新后，好卡，很多软件都打不开了，而且翻桌面到翻到4页的时候就直接闪退掉，后面的几页根本就显示不出来了，后面把他卸载掉后重新安装那更是垃圾极品，手机就隔一秒闪一下，隔一秒就闪一下，根本就没办法正常使用了，连卸载的机会都没有，只好手机连电脑来卸载。,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
883,老是闪退！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
884,垃圾   下载了桌面都不让用    还不让卸载,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
885,无法显示主题壁纸，反馈很长时间了没反映。真SB。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,还不如以前的好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
887,美化手机没有了，顺序变了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
888,"我新买的7寸平板，带手机功能
优点：这软件是我下载的目前用过唯一可以修改图标和字体的软件，可在桌面新建文件夹归类。功能强大。
缺点：图标修改后分布很差，字体修改大小后居然将图标又顶小了，或者干脆显示一俩字后来个省略，服了，我的是7寸屏啊，你让我看5寸的字？眼神不好，要的就是大啊。",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
889,图标呢！！！！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
890,反正呢停卡啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
891,卡死了！一点也不好,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
892,朕自从用了它，手机不卡了，不再闪退了，机也开不了了。来人，斩了这个弄360桌面的家伙。,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
893,现在的没以前好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
894,更新就是浪费流量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
895,为什么主题都下不了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,破壁玩意，图片都打不开，垃圾货,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,非要显示什么天气，把桌面弄的花里胡哨的，差评。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
898,装了之后开始正常，关机后再开机，亮屏后再也不反应了……,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,为什么更新后图标变的好大、不喜欢这样的、还是喜欢没更新的。真垃圾。,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
900,靠，后悔更新了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
901,"华为g610c,老是停止运行，导致死机。",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
902,烂，都没有显示天气预报,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
903,主题那么丑那么幼稚为什么有那么多人用。。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
904,更新以后下载了消息提示器了，为什么未接电话未读短信还是没有数量显示的啊？求解,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,功能还挺多的，就是下主题的时候会闪退，占的内存也太大了，望改进,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
906,主题还要钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,说实在的，没91好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
908,更新后，不管登录微信还是QQ，或者打电话挂断后，都会卡机几秒，然后出现360桌面停止工作!有BUG赶紧修复!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
909,老卡住，无响应，望360改进。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
910,更新之后壁纸被拉长了好难看早知道不更新囖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
911,差的要死，好看一点的还要钱，艹,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,期待、,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
913,还行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
914,我只想说不怎么好，壁纸总喜欢卡屏,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,无法忍受新的主题。。。花里胡哨。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
916,- -555555555555555555555555555555555555555555555555555555555555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
917,增添麻烦，不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
918,实话越更新越卡，我手机四核 2G内存，回到360桌面都卡得不行甚至死机。已经卸载了弄回手机自带的原版一点不卡,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
919,恶心。。。。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
920,不好用？来吐吐槽吧~现在的主题不知道是那些鸡粑传的，这么烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
921,不知道好不好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
922,尼玛，时间又倒流了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
923,去死吧！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924,每次更新后就提示错误，非要重启一次才好,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
925,全都要钱，晕！！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,抽屉里的图标太小，而且大小还不能调整，果断换回老版本。,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
927,你敢说免费 是啊 免费下载 收费使用,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,为什么刚安装完了，结果桌面主题额背景被无限的放大，以为是手机问题，用别人的下载也是这样，,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,越来越不好了，再不用心就没人用了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
930,楼下的 下载不好是你手机的问题吧！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
931,其他都挺好，就是能不要这么坑，好看的主题各种要钱。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,为什么不支持小工具，一键锁屏啊？？？？why???,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
933,垃圾  恶心吧  这桌面卡死了,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
934,cao，试用和买来不一样,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
935,可惜了一个好桌面，不能到系统里做内置。就得可以钳,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
936,更新的真垃圾  单屏壁纸不能用了，很是伤心。。。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
937,用了一年都觉得不错，最后一次更新后滑屏都那么卡顿，要慢慢滑，否则还滑不了，开始还以为是手机的问题，又是清理又是卸载软件的，可还是不行，最后卸载之后才发现原装桌面好用多了。。。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
938,根本不能用购买主题，提交就白屏,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
939,超级卡 别用,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
940,"妈的
艹蛋......",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
941,这个软件下载完了手机游戏就卡了很多,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
942,卡死了......,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
943,有闪屏的现象,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,你妹啊、、要钱、、果断卸载！！！！！！！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,尼玛，卡的要死，魔秀怎么没有了啊,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
946,壁纸的一键搜索在哪里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
947,怎么不能自动整理归类了？下了一大堆图标，看看也不清,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
948,好多收费  伤不起,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,360的东西都很强大，可是收费就不是很喜欢，同学也有用RUI桌面的，看了下，美化效果还不错的！准备下手试试啊！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,垃圾，卡死，装上以后开机还定屏，根本没法用,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
951,为什么有的主题要钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,我也不知道我的上一条评论能不能过！但是这是事实！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,不好用，懒死了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
954,更新频繁但没实质， 搞着鸡肋的东西，越发占地方和内存。,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
955,烂货一个，越更新越垃圾。果断删除！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
956,没有5.3.9好，一键清理按键太死板，进入桌面以后分两部分太乱了。立马卸载~~,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
957,更新以后运行不了，一直卡,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
958,更新后不好用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
959,越改越差，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
960,尼玛，更新之后我之前买的主题都没有了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
961,新版不好用，没有上个版本好用，后悔升级。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
962,不如上个版本   好后悔  不该升级的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
963,没有上一个好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
964,垃圾，不如不升级了，怎么还原啊啊啊啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
965,我的文档不能隐藏，而且加锁加密的文件居然能显示，，不能在桌面增加快捷键“进入抽屉”图标，，，下次不改正，果断卸载，，这次更新好失望,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
966,使用后，总体还行，就是很占内存，运行一两个手机软件就会短暂的迟钝和黑屏，其他都好,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
967,比以前用起来卡，太卡了,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
968,不要别的，光要主题，装的太多，太乱，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
969,我感觉旧版的很好，很简洁，新版的菜单上加了几个字看着不好了还是以前的没有字算是应用图标的好，,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
970,虽然一直很支持360，但这次很卡，果断还原旧版,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
971,新版不好，用了两年了，真有点舍不得删，但新版弄得越来越繁琐，真心不如不用桌面了！比我初始桌面还复杂，有没有老版的桌面啊，想下回老版的。,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
972,新版太烂了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
973,更新后，好垃圾，想卸载了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
974,卡，果断还原,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
975,这个版本的时间能不能不透明？我擦,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
976,搞什么嘛 更新后找设置 找了半天，，不看评论还不知道呢 也许是我太笨了吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
977,明星壁纸太少，好看的都要钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
978,每隔一个版本就很卡！奇怪的规律一直在等着下次更新啊，这个版本好卡啊,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
979,下了360桌面，发现了天气有时有点卡，有时死机，让我失望了，希望改一改吧！,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
980,程序自动归类功能呢？？？现在连手动归类都不行了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
981,好吧，不得不说这东西差到无力吐槽了，一下载手机就直接崩溃了……,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
982,太卡了,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
983,更新后，不能隐藏桌面通知栏了！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
984,好垃圾，不好用，别下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
985,一个主题还得要钱买,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,垃圾中的战斗机,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
987,绑定不了，一下就退出来了,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
988,老是更新。有时更新还是没有什么新功能。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
989,怎样弄第三张图片的那个爱心啊?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
990,没有以前的好，动态不能用，显示成功了，可是还是没有。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
991,升级完为什么不能设置动态壁纸了！设置的时候提示设置成功 回到桌面后发现没有显示！！望能改进些  其他都还好,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
992,我操    你敢不敢不要钱   要是不要钱    会有多少人说你好,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,还可以   要钱的是主题   你可以放照片做壁纸啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
994,。。。天哪，老是要下載這個下載那個太煩了，而且主題真的不好看咯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
995,漂亮的还得付钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,他妈开死了！！！！！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997,本来觉得很好，可以好看的全是收费。收费你就标清楚啊，体验个毛，弄得浪费流量浪费感情浪费时间。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,还要钱，不好！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,主题怎么换不了啊,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,又更新？？？！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,更新太勤了吧，有简单的吗？功能太多了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1002,下过的壁纸无法删除，而且速度有点慢，手机会无故多了许多照片。,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1003,超级卡。。。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1004,原版本才不卡啊因为我一直支持360给个中评（原版本是5.3.3的）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1005,更新后好卡 还说什么节约内存 忽悠人呢啊,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1006,功能挺多，但很耗内存，推荐尖端桌面，速度快，功能够用,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007,真恨今天手贱点了更新！要是有个平台提供app旧版本恢复，必火！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,哎 要收钱了 没有新主题 就没意思了,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,为什么用360桌面就显示不了卫士的加速球了。而且为什么那么多插件。求解。,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1010,我操,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,中间变的很难看，而且就是难看的一b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,功能还凑合，就是样子太丑了,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1013,表示完美卡死,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1014,尼玛，360你伤不起,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1015,丑，卡,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1016,新版的时钟天气难看死了,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1017,为毛我下载的字体总是在开机重启之后恢复默认的了，太坏人心情了(>_<),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,垃圾，下主题还要钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,可以设置屏幕滚动吗？,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020,要有点心怎么流畅就好了，那我就下你了，可是卡没办法我只能下点心了！,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1021,好看的主题少得可怜。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023,....0..0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,就是有点卡,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1025,真的，一星都不想给。。什么破东西啊又丑又烂，我去。。。,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1026,很漂亮，功能多，可是太占内存太费电,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1027,表示很占系统内存！！！,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1028,下个主题还要钱,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,卡-_-||,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1030,大多要钱的。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,有大问题，机器成砖了，遇到过好多台因为安装了360桌面而变成砖的手机，无法启动，卡在界面上,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,时钟。小天气 经常好好的就消失了。。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,还行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,g17 用过一段时间，不明原因死机，并无法开机。不敢用了。对了，我的是美国货，难道被和谐了？,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,缩略图一直刷不出来~~~公司还是10M电信光纤，360你赶紧更新吧,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1036,个人比较喜欢安卓桌面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
